,ref,company_manufacturer,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,ingredients,most_memorable_characteristics,rating
2096,2652,Sirene,Canada,2021,India,"Anamalai, Pollachi City",73%,"3- B,S,C","butterscotch, slight burnt note",3.25
2097,1454,Sjolinds,U.S.A.,2015,Ghana,Ghana,70%,"4- B,S,C,V","sweet, vanilla, cocoa, mold",2.75
2098,1462,Sjolinds,U.S.A.,2015,Nicaragua,"Nicaragua, lot N510",72%,"3- B,S,C","mild, nutty, vanilla, cocoa",3.0
2099,1626,"Smooth Chocolator, The",Australia,2015,Bolivia,Bolivia,72%,"3- B,S,C","floral, intense, pungent",2.75
2100,1666,"Smooth Chocolator, The",Australia,2015,Peru,"Maranon, batch 2",67%,"3- B,S,C","light brown, grits, floral",3.0
2101,1618,"Smooth Chocolator, The",Australia,2015,Madagascar,Akesson's Estate,65%,"3- B,S,C","few grits, sweet, orange",3.25
2102,1622,"Smooth Chocolator, The",Australia,2015,Madagascar,Akesson's Estate,70%,"3- B,S,C","few grits, bold, dark berry",3.5
2103,1662,"Smooth Chocolator, The",Australia,2015,Papua New Guinea,"Papua New Guinea, triple roast, batch 1",65%,"3- B,S,C","smokey, tart, astringent",3.5
2104,1622,"Smooth Chocolator, The",Australia,2015,Tanzania,Kokoa Kamili,67%,"3- B,S,C","bold cherry, rich cooa",3.75
2105,1622,"Smooth Chocolator, The",Australia,2015,Trinidad,San Juan Estate,70%,"3- B,S,C","cigar, tobacco, grass, spice",3.75
2106,1666,"Smooth Chocolator, The",Australia,2015,Venezuela,"Chuao, batch 3",70%,"3- B,S,C",mild cacao and fruit notes,3.75
2107,1622,"Smooth Chocolator, The",Australia,2015,Ecuador,Camino Verde,72%,"3- B,S,C","creamy, pistachio, floral",4.0
2108,1864,"Smooth Chocolator, The",Australia,2016,Vietnam,Tien Giang,70%,"3- B,S,C","creamy, molasses, off note",3.0
2109,1908,"Smooth Chocolator, The",Australia,2016,Guatemala,"Chimelb, Lanquin, Alta Verapaz, b-GUA001",70%,"3- B,S,C","gummy, fatty, earthy",3.25
2110,1740,"Smooth Chocolator, The",Australia,2016,Venezuela,"Guasare, La Sierra de Perija, batch gua001",70%,"3- B,S,C","creamy, fruit, cocoa",3.75
2111,1756,"Smooth Chocolator, The",Australia,2016,Belize,"Maya Mtn, Moho R., Toledo D.",70%,"3- B,S,C","apple, mild cherry",3.75
2112,1864,"Smooth Chocolator, The",Australia,2016,Australia,Australia,67%,"3- B,S,C","delicate, smooth, dairy",3.75
2113,1740,"Smooth Chocolator, The",Australia,2016,Ecuador,"Porcelana, Sorotaima,Machiques,batch pcl001",70%,"3- B,S,C","ligt color, creamy, peanut",4.0
2114,1940,"Smooth Chocolator, The",Australia,2017,Dominican Republic,"Oko Caribe, DOR005",70%,"3- B,S,C","cherry, rich choco",3.5
2115,1952,"Smooth Chocolator, The",Australia,2017,Haiti,"Pisa, batch HA102",70%,"3- B,S,C","complex, earthy, melon",3.5
2116,502,Snake & Butterfly,U.S.A.,2010,Madagascar,Madagascar,68%,"3- B,S,C","mild cocoa, fruity",3.0
2117,502,Snake & Butterfly,U.S.A.,2010,Ecuador,Ecuador,68%,"3- B,S,C","fudgey then spicy, vanilla",3.25
2118,693,Snake & Butterfly,U.S.A.,2011,Ghana,Ghana,67%,"3- B,S,C","perfume, strong chemical",1.5
2119,2112,Soeka,Amsterdam,2018,Sulawesi,Sulawesi,66%,"3- B,S*,C","nuts, fruit, cocoa",3.25
2120,1968,Soklet,India,2017,India,India,70%,"3- B,S,C","grassy, hammy",2.75
2121,1518,Sol Cacao,U.S.A.,2015,Madagascar,Madagascar,72%,"2- B,S","tangy, sour, intense",3.0
2122,1812,Sol Cacao,U.S.A.,2016,Ecuador,"Ecuador, Batch 1",70%,"2- B,S","intense, simple, floral, earthy",3.5
2123,1840,Solkiki,U.K.,2016,Dominican Republic,"Castillo, Hispaniola, unroasted",85%,"2- B,S","sticky, hammy, bitter",2.75
2124,1840,Solkiki,U.K.,2016,Peru,"Maranon, Fortunato No. 4",68%,"2- B,S","sticky, sandy, pungent",2.75
2125,2366,Solkiki,U.K.,2019,Philippines,"Kablon Farms, Red Pod, 2018 harvest",70%,"3- B,S,C","intense, dirty,floral,medicinal",2.5
2126,1792,Solomons Gold,New Zealand,2016,Solomon Islands,Solomon Island,70%,"2- B,S","sweet, roasty, spicy",3.25
2127,1796,Solomons Gold,New Zealand,2016,Solomon Islands,Solomon Island w/ nibs,75%,"2- B,S","spicy, roasted, fresh nibs",3.25
2128,1157,Solstice,U.S.A.,2013,Madagascar,Sambirano,70%,"2- B,S","dry, molasses, sour",3.0
2129,1157,Solstice,U.S.A.,2013,Venezuela,Amazonas,70%,"2- B,S","dairy, cheese, molasses",3.0
2130,1161,Solstice,U.S.A.,2013,Bolivia,Bolivia,70%,"2- B,S","intense, leathery, cocoa",3.25
2131,1161,Solstice,U.S.A.,2013,Peru,San Martin,70%,"3- B,S,C","molasses, grape, sour",3.25
2132,1161,Solstice,U.S.A.,2013,Blend,Wasatch,70%,"3- B,S,C","creamy, nutty, cocoa",3.5
2133,1335,Solstice,U.S.A.,2014,Uganda,Bundibugyo,70%,"3- B,S,C","molasses, licorice, muted",3.0
2134,1992,Solstice,U.S.A.,2017,Tanzania,Kilombero,70%,"3- B,S,C","sticky, strong molasses",3.25
2135,2068,Solstice,U.S.A.,2018,India,Anamalai,70%,"3- B,S,C","molasses undertone, tangy",3.25
2136,2660,Solstice,U.S.A.,2021,Vietnam,"Dak Nong, Lot 103120",70%,"3- B,S,C","molasses, raisins, astringent",3.5
2137,377,Soma,Canada,2009,Dominican Republic,Hispaniola,70%,"3- B,S,C","sticky, few grits, mild fruit,sour",3.0
2138,387,Soma,Canada,2009,Dominican Republic,Conacado,70%,"3- B,S,C","slow to develop, nutty",3.0
2139,377,Soma,Canada,2009,Ghana,Africa,70%,"3- B,S,C","earthy, woody, vegetal",3.5
2140,387,Soma,Canada,2009,Papua New Guinea,Papua New Guinea,70%,"3- B,S,C","smokey, mushroom, woodsy",3.5
2141,387,Soma,Canada,2009,Madagascar,Madagascar,70%,"3- B,S,C","subtle red berry, complex",3.75
2142,387,Soma,Canada,2009,Venezuela,Ocumare,70%,"3- B,S,C",black tea,3.75
2143,607,Soma,Canada,2010,Blend,"Black Science Blend 1, DR, Ecuador, Peru",70%,"3- B,S,C","complex, nut, dried fruit, earth",3.75
2144,676,Soma,Canada,2011,Grenada,"Grenada, Black Science",70%,"3- B,S,C","super temper,astringent, burn",2.75
2145,676,Soma,Canada,2011,Bolivia,"Alto Beni, Wild Bolivian",70%,"3- B,S,C","earthy, mild tannic, woody",3.5
2146,688,Soma,Canada,2011,Venezuela,Chuao,70%,"3- B,S,C","strawberry, green mint",3.5
2147,682,Soma,Canada,2011,Dominican Republic,"Elvesia P., Black Science",70%,"3- B,S,C","dried fruit, tart",3.75
2148,676,Soma,Canada,2011,Blend,"Three Amigos(Chuao, Wild Bolivia, D.R.)",70%,"3- B,S,C","strawberry, cocoa, nutty",4.0
2149,676,Soma,Canada,2011,Peru,Peruvian,64%,"3- B,S,C","complex,spice,caramel,cocoa",4.0
2150,817,Soma,Canada,2012,Haiti,Noula Coop,70%,"3- B,S,C","uneven, grassy, roasty",3.25
2151,951,Soma,Canada,2012,Guatemala,"Cahabon Region, batch Tri1",70%,"3- B,S,C","sandy, earthy, tangy wine",3.5
2152,967,Soma,Canada,2012,Blend,"Eastern Promises, Mad., Java, PNG, batch EP1",70%,"3- B,S,C","smoke,tobacco,black pepper",3.5
2153,983,Soma,Canada,2012,Papua New Guinea,Papua New Guinea,85%,"3- B,S,C","mild smoke, fruit, mild burnt",3.5
2154,833,Soma,Canada,2012,U.S.A.,O'ahu Island,70%,"3- B,S,C","cranberries, cocoa",3.75
2155,951,Soma,Canada,2012,Venezuela,"Carenero Superior, batch CS2",70%,"3- B,S,C","intense, rich burnt caramel",3.75
2156,867,Soma,Canada,2012,Blend,"Dual Origins, Sambirano, Elvesia, batch SD06",70%,"3- B,S,C","creamy, raisin, lemon",4.0
2157,867,Soma,Canada,2012,Blend,"Dancing in Your Head, 5 bean blend",70%,"3- B,S,C","creamy, complex, peanut",4.0
2158,1073,Soma,Canada,2013,Peru,"Apurimac, El Quinacho Co-op",70%,"3- B,S,C","creamy, medicinal, mild fruit",2.75
2159,1030,Soma,Canada,2013,Indonesia,Java,70%,"3- B,S,C","creamy, smokey, some fruit",3.25
2160,1077,Soma,Canada,2013,Blend,Chef's Blend,70%,"3- B,S,C","grassy, dairy, mild fatty",3.25
2161,1173,Soma,Canada,2013,Venezuela,"Orinoco, batch ORI 1",70%,"3- B,S,C","creamy, nutty, roasty",3.25
2162,1019,Soma,Canada,2013,Dominican Republic,"Rizek Cacao, batch DR 12",77%,"3- B,S,C","smoke, burnt caramel, citrus",3.75
2163,1073,Soma,Canada,2013,Trinidad,Sangre Grande P.,70%,"3- B,S,C","creamy, brownie mix, roasty",3.75
2164,1077,Soma,Canada,2013,Venezuela,Patanemo,70%,"3- B,S,C","nutty, chocolate ice cream",3.75
2165,1077,Soma,Canada,2013,Blend,"Crazy 88, Guat., D.R., Peru, Mad., PNG",88%,"3- B,S,C","pronounced berry,mild smoke",4.0
2166,1077,Soma,Canada,2013,Venezuela,"Maracaibo, El Vigia",70%,"3- B,S,C","delicate, nutty, cocoa, dairy",4.0
2167,1081,Soma,Canada,2013,Blend,"Equator, Peru, Dom. Rep",67%,"3- B,S,C","roasted nuts, burnt brownie",4.0
2168,1177,Soma,Canada,2013,Jamaica,"Bachelor's Hall E., St. Thomas Parish, batch bh1",70%,"3- B,S,C","floral, berry, clove",4.0
2169,1307,Soma,Canada,2014,Nicaragua,La Dalia,70%,"3- B,S,C","spicy, woodsy",3.25
2170,1339,Soma,Canada,2014,Blend,"Little Big Man, Madagascar & Ecuador",70%,"3- B,S,C","tart, mild sour",3.25
2171,1227,Soma,Canada,2014,Nicaragua,"La Tronca, Matagalpa",70%,"3- B,S,C","basic chocolate, accessible",3.5
2172,1307,Soma,Canada,2014,Ecuador,"Camino Verde P., Balao, Guayas",80%,"3- B,S,C","robust, nutty, brownie",3.5
2173,1259,Soma,Canada,2014,Peru,Maranon Canyon,70%,"3- B,S,C","creamy, sour orange",3.75
2174,1307,Soma,Canada,2014,Vanuatu,"Espiritu Santo, 'Smoke Monster', batch sm1",70%,"3- B,S,C","creamy, smokey, rich cocoa",3.75
2175,1594,Soma,Canada,2015,Venezuela,CSB Chama,70%,"3- B,S,C","roasted nuts, dried fruit",3.5
2176,1594,Soma,Canada,2015,Venezuela,Porcelana,75%,"3- B,S,C","balanced, nuts, strawberry",4.0
2177,1832,Soma,Canada,2016,Ecuador,"Camino Verde, Black S., batch cvu6030.0",70%,"3- B,S,C","nutty, banana, harsh ending",3.25
2178,1820,Soma,Canada,2016,Dominican Republic,"Oko Caribe, Duarte P., Collab w Chocosol",62%,"3- B,S,C","creamy, sweet, deep choco",3.5
2179,1820,Soma,Canada,2016,Madagascar,"Sambirano Valley, Black Science, B-60307.0",70%,"3- B,S,C",robust dark tropical fruit,3.5
2180,1828,Soma,Canada,2016,Brazil,"Bahia Black, batch bra50722.1",70%,"3- B,S,C","creamy, diluted, mild choco",3.5
2181,1828,Soma,Canada,2016,Nicaragua,"Chuno, San Jose de Bocay, Pantasma R.,B.S.",70%,"3- B,S,C",evolves black pepper to citrus,3.75
2182,1828,Soma,Canada,2016,Blend,"Abstract S. w/ Jamaica nibs,batch abs60323.0",75%,"3- B,S,C","banana, nutty",3.75
2183,1828,Soma,Canada,2016,Vietnam,"Tien Giang, Black S., batch VIT60420.0",70%,"3- B,S,C","creamy, honey, blackberry",4.0
2184,2016,Soma,Canada,2017,Fiji,Fiji,70%,"3- B,S,C","creamy, roasty, woody",3.25
2185,2016,Soma,Canada,2017,Colombia,Arauca,70%,"3- B,S,C","creamy, honey, marshmallow",4.0
2186,2068,Soma,Canada,2018,Haiti,"Pisa, Creole Gardens",70%,"3- B,S,C","sweet edge, lemon, muted",3.0
2187,2242,Soma,Canada,2018,Madagascar,"Bejofo, Sambirano V., Akesson E.",70%,"3- B,S,C","creamy, acidic, balanced",4.0
2188,2242,Soma,Canada,2018,Venezuela,"Choroni, Aragua, Finca Torres Farm",70%,"3- B,S,C","nutty, cocoa",4.0
2189,2680,Soma,Canada,2021,Blend,Dream Machine (Mad./Dom.Rep./Ecuador),62%,"4- B,S,C,V","sweet, cocoa, candy like",3.25
2190,2638,Soma,Canada,2021,Madagascar,"Bejofo, Sambirano V., Akesson, b. 6116-BEJ210324",70%,"3- B,S,C","red fruit, peanut butter, cocoa",3.5
2191,2638,Soma,Canada,2021,Venezuela,"Guasare, Rosario de Perija, b.4279-GUA201123",70%,"3- B,S,C","spice, sour malt, woody",3.5
2192,2700,Soma,Canada,2021,Vietnam,"Ben Tre, batch BEN210924 8983",70%,"3- B,S,C","cinamon, nutmeg, hot cocoa",4.0
2193,1367,Somerville,U.S.A.,2014,Nicaragua,Nicaragua,70%,"2- B,S","earthy, dried fruit, complex",3.25
2194,1395,Somerville,U.S.A.,2014,U.S.A.,"Hawai'i Island, Big Island",70%,"2- B,S","intense, tannic, choco, earthy",3.5
2195,1932,Soul,Canada,2017,Dominican Republic,Dominican Republic,70%,"2- B,S","few grits, sweet, cocoa",3.25
2196,1936,Soul,Canada,2017,Ecuador,Ecuador,75%,"2- B,S","dry, floral, earthy",3.25
2197,1936,Soul,Canada,2017,Papua New Guinea,Papua New Guinea,77%,"2- B,S","sandy, smokey, fruit, sour",3.25
2198,1936,Soul,Canada,2017,Madagascar,Madagascar,70%,"2- B,S","tart, sour, basic",3.5
2199,1936,Soul,Canada,2017,Venezuela,Venezuela,75%,"2- B,S","dry, earthy, roasty",3.5
2200,1940,Soul,Canada,2017,Tanzania,Tanzania,80%,"2- B,S","sticky, mild fruit, brownie",3.5
2201,793,Spagnvola,U.S.A.,2012,Dominican Republic,AgroCriso Plantation,70%,"4- B,S,C,V","oily, floral, dairy",3.0
2202,793,Spagnvola,U.S.A.,2012,Dominican Republic,AgroCriso Plantation,80%,"4- B,S,C,V","fatty, muted strawberry",3.0
2203,793,Spagnvola,U.S.A.,2012,Dominican Republic,AgroCriso Plantation,75%,"4- B,S,C,V","oily, floral",3.25
2204,1434,Spencer,Australia,2014,Vanuatu,Malekula Island,72%,"3- B,S,C","bready, sour milk, fatty",2.75
2205,1792,Spencer,Australia,2016,Dominican Republic,"Dominican Republic, lot D82R",70%,"3- B,S,C","spicy, chocolatey",3.5
2206,1792,Spencer,Australia,2016,Ecuador,"Ecuador, lot E432314L",70%,"3- B,S,C","floral, sandy",3.75
2207,1792,Spencer,Australia,2016,Madagascar,"Madagascar, lot M0403R",70%,"3- B,S,C","powdery, cherry, astringent",3.75
2208,1932,Spencer,U.S.A.,2017,Peru,Peru,70%,"3- B,S,C","floral, earthy, burnt rubber",2.75
2209,1932,Spencer,U.S.A.,2017,Ecuador,Ecuador,70%,"3- B,S,C","floral, astringent",3.5
2210,1932,Spencer,U.S.A.,2017,Dominican Republic,Dominican Republic,70%,"3- B,S,C","sandy, robust, grapes, malt",3.75
2211,2684,Spinnaker,U.S.A.,2021,Belize,"Maya Mountain, Toledo District, batch 12-1",70%,"2- B,S","strong roast, tart raspberry",3.25
2212,2684,Spinnaker,U.S.A.,2021,Madagascar,"Bejofo, Akesson, batch 10-1",70%,"2- B,S","plum, roasty undertone, sour",3.5
2213,2684,Spinnaker,U.S.A.,2021,Uganda,"Bundibugyo, Semuliki Forest, batch 9-1",70%,"2- B,S","dairy, cocoa, well balanced",3.5
2214,1057,Sprungli (Felchlin),Switzerland,2013,Bolivia,Alto Beni,70%,"4- B,S,C,L","fatty, mild fruit, off note",3.0
2215,1121,SRSLY,U.S.A.,2013,Dominican Republic,Dominican Republic,84%,"3- B,S,L","gritty,intense coffee, metallic",2.25
2216,1113,SRSLY,U.S.A.,2013,Dominican Republic,Dominican Republic,70%,"3- B,S,L","unrefined, sweet, mild coffee",3.0
2217,1634,Starchild,U.S.A.,2015,Ecuador,"Bolivar, Arriba",70%,"4- B,S*,C,V","coconut, mild vanilla",3.0
2218,1692,Starchild,U.S.A.,2015,Dominican Republic,Hispaniola,70%,"4- B,S*,C,V","coconut, cocoa, few grits",3.0
2219,1692,Starchild,U.S.A.,2015,Guatemala,Cacao Verapaz,70%,"4- B,S*,C,V","dried fruit, coconut, few grits",3.0
2220,1692,Starchild,U.S.A.,2015,Nicaragua,Rio Tuma,70%,"4- B,S*,C,V","brownie, few grits, sandy",3.0
2221,1696,Starchild,U.S.A.,2015,Madagascar,Sambirano Valley,70%,"4- B,S*,C,V","red fruit, coconut",3.0
2222,729,Stella (aka Bernrain),Switzerland,2011,India,India,72%,"4- B,S,C,V","peanut butter,vanilla,artificial",3.25
2223,859,Stella (aka Bernrain),Switzerland,2012,Brazil,"Bahia, Agri-Forestal Plantation, 2010",68%,"4- B,S,C,V","creamy, vanilla, moldy",2.75
2224,1291,Stone Grindz,U.S.A.,2014,Ecuador,"Ecuador, Midnight Dark, batch 600414",84%,"3- B,S,C","floral, hints of fruit",3.5
2225,1291,Stone Grindz,U.S.A.,2014,Ecuador,"Ecuador, Twilght Dark, batch 500414",70%,"3- B,S,C","oily surface, floral, earthy",3.5
2226,2012,Stone Grindz,U.S.A.,2017,Bolivia,"Wild Bolivia, batch 260",70%,"3- B,S,C","fatty, rubber, off notes",2.5
2227,939,StRita Supreme,U.S.A.,2012,Philippines,"Samar, East Visayas region",65%,"4- B,S,C,V","vanilla, sweet",2.5
2228,943,StRita Supreme,U.S.A.,2012,Philippines,"Samar, East Visayas region",70%,"4- B,S,C,V","dry, sweet, vanilla(n)",2.5
2229,943,StRita Supreme,U.S.A.,2012,Philippines,"Samar, East Visayas region",75%,"4- B,S,C,V","bland, earthy",2.75
2230,1157,Sublime Origins,U.S.A.,2013,Madagascar,Sambirano,67%,"2- B,S","molasses, sour, astringent",2.75
2231,1157,Sublime Origins,U.S.A.,2013,Belize,Moho Valley,78%,"2- B,S","intense, rich, dark berry",3.25
2232,1800,Summerbird,Denmark,2016,Peru,Peru,61%,"5- B,S,C,V,L","sandy, sweet, vanilla",2.5
2233,1800,Summerbird,Denmark,2016,Peru,Peru,71%,"5- B,S,C,V,L","powdery, vanilla, earthy",3.0
2234,1796,Suruca Chocolate,Venezuela,2016,Venezuela,Venezuela,70%,"3- B,S,C","sticy, nutty, roasty, off notes",2.75
2235,1796,Suruca Chocolate,Venezuela,2016,Venezuela,Venezuela,60%,"3- B,S,C","sticky, sweet, nutty, roasty",3.0
2236,1618,Svenska Kakaobolaget,Sweden,2015,Sri Lanka,Sri Lanka,70%,"2- B,S","ham, sour, intense",2.75
2237,2434,Svenska Kakaobolaget,Sweden,2019,Tanzania,"Kokoa Kamili, 2017 harvest",74%,"2- B,S","fruit, burnt, harsh",2.75
2238,2634,sweet beans,U.S.A.,2021,Honduras,Honduras,72%,"3- B,S,C","overly roasty, spicy",3.0
2239,2634,sweet beans,U.S.A.,2021,Peru,Peru,72%,"3- B,S,C","earthy, roasty, hammy",3.0
2240,2634,sweet beans,U.S.A.,2021,Uganda,Uganda,77%,"3- B,S,C","melon, mocha",3.5
2241,2634,sweet beans,U.S.A.,2021,Trinidad,Trinidad,80%,"3- B,S,C","herbal, tea, dried fruit",3.75
2242,2242,Sweet Escalier,Japan,2018,Peru,San Martin,70%,"5- B,S,C,V,L","pungent, molasses, sour",2.5
2243,2234,Sweet Escalier,Japan,2018,Tanzania,Tanzania,75%,"3- B,S,C","fatty, sour, off notes",2.75
2244,2234,Sweet Escalier,Japan,2018,Belize,Belize,70%,"5- B,S,C,V,L","buttery, cheesy",3.0
2245,2242,Sweet Escalier,Japan,2018,Brazil,"Amazonas, Wild Cacao",70%,"5- B,S,C,V,L","cardboard, cheesy",3.0
2246,2230,Sweet Escalier,Japan,2018,Venezuela,Chuao,75%,"5- B,S,C,V,L","acidic, cocoa, dried fruit",3.25
2247,2474,Sweetness,Canada,2020,Mexico,Tabasco,74%,"3- B,S,C","dried fig, earthy, dirty",3.0
2248,2470,Sweetness,Canada,2020,Peru,Ucayali,68%,"3- B,S,C","burnt black licorice, intense",3.25
2249,2482,Sweetness,Canada,2020,Papua New Guinea,Papua New Guinea,73%,"3- B,S,C","savory lemon, ham",3.25
2250,761,Szanto Tibor,Hungary,2011,Venezuela,Crudo,70%,"3- B,S,C","rustic, sugar dominates",3.0
2251,939,Szanto Tibor,Hungary,2012,Dominican Republic,Santo Domingo,70%,"3- B,S,C","rustic, large unground pieces",3.25
2252,939,Szanto Tibor,Hungary,2012,Madagascar,Millot Plantation,70%,"3- B,S,C","rustic, bright fruit",3.25
2253,939,Szanto Tibor,Hungary,2012,Peru,"Ayacucho, ""El Guinacho""",70%,"3- B,S,C","sweet, spicy",3.75
2254,1193,Szanto Tibor,Hungary,2013,Nicaragua,Cacao Blanco,70%,"3- B,S,C","sour milk, hot cocoa",3.25
2255,1185,Szanto Tibor,Hungary,2013,Madagascar,"Autumn, Primary Harvest, 2012",70%,"3- B,S,C","light color, sandy, fruity",3.5
2256,1185,Szanto Tibor,Hungary,2013,Madagascar,"Spring, Secondary Harvest, 2012",70%,"3- B,S,C","dark color, sandy, fruity",3.5
2257,1263,Szanto Tibor,Hungary,2014,Venezuela,Porcelana,70%,"3- B,S,C","sandy, earthy, spice, nutty",3.5
2258,1263,Szanto Tibor,Hungary,2014,Cuba,Baracoa,70%,"3- B,S,C","sandy, banana",3.75
2259,1668,Szanto Tibor,Hungary,2015,Ecuador,Nacional,70%,"3- B,S,C","sweet, brownie, sour",3.25
2260,1704,Szanto Tibor,Hungary,2015,Cuba,Baracoa,88%,"3- B,S,C","rustic, spicy, earthy",3.25
2261,1704,Szanto Tibor,Hungary,2015,Madagascar,Ambolikapiky,70%,"3- B,S,C","sour orange, fatty",3.25
2262,1708,Szanto Tibor,Hungary,2015,Vietnam,"Ben Tre, Mekong Delta",70%,"3- B,S,C","smokey, mild citrus",3.25
2263,1708,Szanto Tibor,Hungary,2015,Brazil,"Fazenda Sempre Firme, Bahia",70%,"3- B,S,C","rustic, earthy, tea",3.5
2264,1704,Szanto Tibor,Hungary,2015,Ecuador,"Winak, Sumaco",70%,"3- B,S,C","coarse, spicy cinnamon",3.75
2265,1105,Tabal,U.S.A.,2013,Mexico,"Chiapas, Lacandon Jungle, batch 95",70%,"4- B,S,C,V","vanilla, fuel, earthy",2.5
2266,1101,Tabal,U.S.A.,2013,Costa Rica,"Costa Rica, batch 83",70%,"4- B,S,C,V","licorice, dried fruit, burnt fuel",2.75
2267,1101,Tabal,U.S.A.,2013,Dominican Republic,Dominican Republic,70%,"4- B,S,C,V","oily, cardboard, sour",2.75
2268,1105,Tabal,U.S.A.,2013,Peru,"Peru, batch 96",70%,"4- B,S,C,V","vanilla, fatty, vegetal, mint",3.0
2269,1680,Tablette (aka Vanillabeans),Japan,2015,Trinidad,Trinidad,77%,"4- B,S,C,L","intense, grassy, smokey",2.75
2270,1450,Tablette (aka Vanillabeans),Japan,2015,Colombia,Colombia,70%,"5- B,S,C,V,L","flat, smoke, marshmallow",3.0
2271,1450,Tablette (aka Vanillabeans),Japan,2015,Papua New Guinea,Papua,62%,"5- B,S,C,V,L","creamy, smoke, ham",3.25
2272,1450,Tablette (aka Vanillabeans),Japan,2015,Vietnam,Vietnam,60%,"5- B,S,C,V,L","vanilla, butter, caramel",3.25
2273,2286,Tala,Vietnam,2019,Vietnam,Vietnam,70%,"3- B,S,C","cocoa,sweet,fatty, cardboard",2.75
2274,2286,Tala,Vietnam,2019,Vietnam,Vietnam,75%,"3- B,S,C","intense cocoa, fatty, sticky",3.0
2275,1868,Tan Ban Skrati,Suriname,2016,Suriname,"Paramaribo, batch 20160043-01",70%,"2- B,S","earthy, floral, dry",3.25
2276,2262,Taste Artisan,U.S.A.,2019,Venezuela,"Chuao, batch 20170714C",75%,"4- B,S,C,V","vanilla, fatty",3.0
2277,2326,Taste Artisan,U.S.A.,2019,Peru,Amazonas,75%,"3- B,S,C","blackberry, dirt, high roast",3.25
2278,2326,Taste Artisan,U.S.A.,2019,Peru,Piura,75%,"3- B,S,C",fig,4.0
2279,1646,Taste Artisan aka Coleman and Davis,U.S.A.,2015,Madagascar,Sambirano,75%,"4- B,S,C,V","berry, spices, smoke",3.0
2280,2306,Taucherli,Switzerland,2019,Nicaragua,Nicaragua,72%,"3- B,S,C","nutty, off, roasty, fatty",3.0
2281,2306,Taucherli,Switzerland,2019,Mexico,Mexico,70%,"3- B,S,C","nutty, fruit, sour, floral",3.25
2282,2566,Taylor Made,U.S.A.,2021,Haiti,"Haiti, batch 2020SEP",67%,"3- B,S,C","earthy, fatty, gritty",2.75
2283,180,Taza,U.S.A.,2007,Dominican Republic,"Dark, Stone Ground",70%,"3- B,S,C","sandy, sour banana, sweet",3.0
2284,451,Taza,U.S.A.,2009,Mexico,Chiapan,75%,"3- B,S,C","rustic, sweet, earthy",2.75
2285,785,Taza,U.S.A.,2011,Bolivia,Alto Beni,87%,"3- B,S,C","grainy, blueberries, bitter",3.25
2286,1271,Taza,U.S.A.,2014,Belize,Belize,68%,"3- B,S,C","coarse, watering, sweet",3.0
2287,199,TCHO,U.S.A.,2008,Ghana,Chocolatey-beta,70%,"5- B,S,C,V,L","gritty,sweet,swiss miss,vanilla",2.5
2288,280,TCHO,U.S.A.,2008,Peru,Fruity-beta,70%,"5- B,S,C,V,L","tangy, off, musty, sour",2.5
2289,284,TCHO,U.S.A.,2008,Peru,Nutty-beta,70%,"5- B,S,C,V,L","dry, musty, flat",2.5
2290,280,TCHO,U.S.A.,2008,Madagascar,Citrus-beta,70%,"5- B,S,C,V,L","dry, red berry, off note",2.75
2291,387,TCHO,U.S.A.,2009,Blend,TCHOPro 60.5,60%,"5- B,S,C,V,L","tea, sweet, astringent",2.75
2292,387,TCHO,U.S.A.,2009,Blend,TCHOPro 68,68%,"5- B,S,C,V,L","nutty, candy-like",3.0
2293,915,TCHO,U.S.A.,2012,Blend,"Peru, Ecuador",99%,,"spicy, ginger, bitter",3.25
2294,1716,TCHO,U.S.A.,2016,Blend,West Africa,62%,"5- B,S,C,V,L","strong vanilla, sweet, fatty",2.0
2295,821,Tejas,U.S.A.,2012,Peru,Capistrano,70%,"4- B,S,C,V","perfume, chemical, soapy",2.0
2296,801,Tejas,U.S.A.,2012,Madagascar,Concepcion,70%,"4- B,S,C,V","molasses, off notes",2.75
2297,829,Tejas,U.S.A.,2012,Bolivia,San Jose,70%,"3- B,S,C","candy,peanut butter,caramel",2.75
2298,967,Tejas,U.S.A.,2012,Brazil,Espada,70%,"3- B,S,C","flat, cardboard, metallic",2.75
2299,801,Tejas,U.S.A.,2012,Blend,"Bayou Blend, Ecuador, Mad., PNG",70%,"4- B,S,C,V","molasses, caramel, spice",3.0
2300,805,Tejas,U.S.A.,2012,Papua New Guinea,Aranama,70%,"4- B,S,C,V","molasses, caramel, fruity",3.0
2301,829,Tejas,U.S.A.,2012,Madagascar,Capistrano*,70%,"3- B,S,C","sticky, caramel",3.0
2302,971,Tejas,U.S.A.,2012,Venezuela,Concepcion*,80%,"4- B,S,C,V","earthy, savory, hammy",3.0
2303,817,Tejas,U.S.A.,2012,Ecuador,"La Bahia, w/ cane juice",70%,"4- B,S,C,V","gritty, rum, molasses",3.25
2304,825,Tejas,U.S.A.,2012,Ecuador,"La Bahia, w/ cane sugar",70%,"3- B,S,C","molasses, fruit, floral",3.25
2305,833,Tejas,U.S.A.,2012,Mexico,Espada,70%,"3- B,S,C","molasses, caramel",3.25
2306,971,Tejas,U.S.A.,2012,Bolivia,San Jose,67%,"3- B,S,C","green apple, sweet",3.25
